  1.0000000000000000e+000	  1.0000000000000000e+000	  1.0000000000000000e+000	  1.0000000000000000e+000	  9.9570000000000003e-001	  1.0000000000000000e+000	  1.0000000000000000e+000	  2.2000000000000000e+001	  0.0000000000000000e+000	
  1.0700000000000001e+000	  1.0000000000000000e+000	  1.0020000000000000e+000	  9.9800000000000000e-001	  9.8902000000000001e-001	  1.0000000000000000e+000	  9.9832999999999994e-001	  2.2300000000000001e+001	  0.0000000000000000e+000	
  1.1399999999999999e+000	  1.0000000000000000e+000	  1.0040000000000000e+000	  9.9600000000000000e-001	  9.8233999999999999e-001	  1.0000000000000000e+000	  9.9665999999999999e-001	  2.2600000000000001e+001	  0.0000000000000000e+000	
  1.2100000000000000e+000	  1.0000000000000000e+000	  1.0060000000000000e+000	  9.9399999999999999e-001	  9.7565999999999997e-001	  1.0000000000000000e+000	  9.9499000000000004e-001	  2.2899999999999999e+001	  0.0000000000000000e+000	
  1.2800000000000000e+000	  1.0000000000000000e+000	  1.0080000000000000e+000	  9.9199999999999999e-001	  9.6897999999999995e-001	  1.0000000000000000e+000	  9.9331999999999998e-001	  2.3199999999999999e+001	  0.0000000000000000e+000	
  1.3500000000000001e+000	  1.0000000000000000e+000	  1.0100000000000000e+000	  9.8999999999999999e-001	  9.6229999999999993e-001	  1.0000000000000000e+000	  9.9164999999999992e-001	  2.3500000000000000e+001	  0.0000000000000000e+000	
  1.4199999999999999e+000	  1.0000000000000000e+000	  1.0120000000000000e+000	  9.8799999999999999e-001	  9.5562000000000002e-001	  1.0000000000000000e+000	  9.8997999999999997e-001	  2.3800000000000001e+001	  0.0000000000000000e+000	
  1.4900000000000000e+000	  1.0000000000000000e+000	  1.0140000000000000e+000	  9.8599999999999999e-001	  9.4894000000000001e-001	  1.0000000000000000e+000	  9.8831000000000002e-001	  2.4100000000000001e+001	  0.0000000000000000e+000	
  1.5600000000000001e+000	  1.0000000000000000e+000	  1.0160000000000000e+000	  9.8399999999999999e-001	  9.4225999999999999e-001	  1.0000000000000000e+000	  9.8663999999999996e-001	  2.4399999999999999e+001	  0.0000000000000000e+000	
  1.6299999999999999e+000	  1.0000000000000000e+000	  1.0180000000000000e+000	  9.8199999999999998e-001	  9.3557999999999997e-001	  1.0000000000000000e+000	  9.8496999999999990e-001	  2.4699999999999999e+001	  0.0000000000000000e+000	
  1.7000000000000000e+000	  1.0000000000000000e+000	  1.0200000000000000e+000	  9.7999999999999998e-001	  9.2889999999999995e-001	  1.0000000000000000e+000	  9.8329999999999995e-001	  2.5000000000000000e+001	  0.0000000000000000e+000	
  1.7300000000000000e+000	  9.9900000000000000e-001	  1.0220000000000000e+000	  9.7999999999999998e-001	  9.1919999999999991e-001	  1.0000000000000000e+000	  9.8163999999999996e-001	  2.5199999999999999e+001	  0.0000000000000000e+000	
  1.7600000000000000e+000	  9.9800000000000000e-001	  1.0240000000000000e+000	  9.7999999999999998e-001	  9.0949999999999998e-001	  1.0000000000000000e+000	  9.7997999999999996e-001	  2.5399999999999999e+001	  0.0000000000000000e+000	
  1.7900000000000000e+000	  9.9700000000000000e-001	  1.0260000000000000e+000	  9.7999999999999998e-001	  8.9979999999999993e-001	  1.0000000000000000e+000	  9.7831999999999997e-001	  2.5600000000000001e+001	  0.0000000000000000e+000	
  1.8200000000000001e+000	  9.9600000000000000e-001	  1.0280000000000000e+000	  9.7999999999999998e-001	  8.9010000000000000e-001	  1.0000000000000000e+000	  9.7665999999999997e-001	  2.5800000000000001e+001	  0.0000000000000000e+000	
  1.8500000000000001e+000	  9.9500000000000000e-001	  1.0300000000000000e+000	  9.7999999999999998e-001	  8.8039999999999996e-001	  1.0000000000000000e+000	  9.7499999999999998e-001	  2.6000000000000000e+001	  0.0000000000000000e+000	
  1.8799999999999999e+000	  9.9399999999999999e-001	  1.0320000000000000e+000	  9.7999999999999998e-001	  8.7069999999999992e-001	  1.0000000000000000e+000	  9.7333999999999998e-001	  2.6199999999999999e+001	  0.0000000000000000e+000	
  1.9099999999999999e+000	  9.9299999999999999e-001	  1.0340000000000000e+000	  9.7999999999999998e-001	  8.6099999999999999e-001	  1.0000000000000000e+000	  9.7167999999999999e-001	  2.6399999999999999e+001	  0.0000000000000000e+000	
