0.171,4.11,NaN,4.26,-0.11
0.172,4.42,0.08,4.27,-0.14
0.172,4.25,-0.3,4.28,-0.18
0.1741,4.52,0.04,4.3,NaN
0.176,4.11,-0.54,4.27,-0.29
0.176,4.2,NaN,4.35,-0.26
0.176,4.29,-0.36,4.31,-0.36
0.1763,4.61,-0.18,4.36,-0.22
0.18,4.34,-0.36,4.34,-0.24
0.1808,4.33,0.02,4.38,-0.21
0.181,4.14,-0.32,4.32,-0.23
0.183,4.5,NaN,4.24,-0.23
0.184,4.27,-0.25,4.26,-0.32
0.186,3.94,-0.38,4.24,-0.01
0.186,4.44,NaN,4.15,-0.03
0.1873,4.06,0.61,4.02,0.04
0.188,4.04,-0.09,3.92,0.12
0.189,3.62,NaN,3.82,NaN
0.19,3.43,-0.15,3.78,-0.09
0.191,3.95,NaN,3.71,0.23
0.192,3.84,-0.03,3.56,NaN
0.1938,3.73,0.86,3.56,0.27
0.194,2.87,NaN,3.47,0.42
0.195,3.43,-0.01,3.44,0.41
0.1955,3.48,0.85,3.44,0.41
0.196,3.71,-0.05,3.54,0.33
0.1969,3.69,0.84,3.61,0.55
0.199,3.39,0.02,3.6,0.47
0.1996,3.8,1.09,3.6,0.48
0.2,3.4,NaN,3.5,0.27
0.2,3.7,-0.05,3.55,0.5
0.202,3.2,0.03,3.54,0.23
0.2024,3.63,0.92,3.54,NaN
0.204,3.78,0.02,3.51,0.48
0.205,3.38,NaN,3.58,0.69
0.2051,3.55,0.97,3.6,0.47
0.2079,3.56,0.86,3.57,0.66
0.208,3.74,0.02,3.63,0.52
0.2115,3.61,0.8,3.6,0.41
0.212,3.67,-0.04,3.64,0.17
0.214,3.41,NaN,3.6,0.26
0.216,3.79,-0.12,3.59,0.08
0.2161,3.53,0.38,3.57,0.17
0.217,3.56,NaN,3.6,NaN
0.219,3.56,0.26,3.64,0.04
0.22,3.58,NaN,3.73,-0.16
0.22,3.96,-0.51,3.85,NaN
0.22,3.98,-0.22,4.08,-0.1
0.222,4.2,NaN,4.18,-0.15
0.2223,4.67,0.44,4.21,-0.11
0.224,4.08,-0.31,4.36,-0.08
0.224,4.15,-0.35,4.39,0.08
0.225,4.72,NaN,4.28,-0.07
0.2256,4.33,0.53,4.3,-0.08
0.228,4.14,-0.14,4.27,0.16
0.228,4.15,-0.37,4.12,NaN
0.2289,3.99,0.62,3.93,0.02
0.229,4.01,NaN,3.92,-0.01
0.232,3.35,-0.05,3.94,0.29
0.232,4.09,-0.26,4.03,0.17
0.2321,4.28,0.83,3.95,0.33
0.235,4.4,NaN,3.97,0.34
0.2354,3.64,0.79,3.93,0.38
0.236,3.42,0,3.8,0.23
0.236,3.91,-0.09,3.61,0.35
0.238,3.63,NaN,3.52,0.12
0.2387,3.45,0.7,3.58,0.12
0.24,3.18,-0.12,3.48,0.32
0.24,3.76,-0.03,3.54,0.37
0.242,3.4,0.72,3.58,0.28
0.2427,3.91,0.56,3.73,0.26
0.243,3.64,NaN,3.79,0.13
0.244,3.96,-0.2,3.99,0.1
0.244,4.02,-0.57,4.14,0.06
0.2451,4.4,0.62,4.27,-0.02
0.2473,4.7,0.39,4.35,0.03
0.248,4.25,-0.34,4.42,0.09
0.248,4.36,NaN,4.48,-0.08
0.248,4.37,-0.32,4.46,-0.05
0.2493,4.7,-0.03,4.48,-0.04
0.2515,4.64,0.5,4.47,-0.1
0.252,4.31,-0.32,4.51,-0.04
0.252,4.31,-0.31,4.46,0.04
0.252,4.57,NaN,4.46,-0.12
0.2535,4.44,0.28,4.47,0.16
0.255,4.67,NaN,4.45,0.15
0.2557,4.38,0.5,4.4,0.03
0.256,4.2,-0.32,4.41,0.07
0.256,4.33,-0.35,4.33,-0.03
0.2576,4.47,0.47,4.27,-0.2
0.259,4.25,-0.42,4.31,-0.23
0.2599,4.12,-0.39,4.32,-0.19
0.26,4.36,-0.43,4.31,-0.23
0.26,4.41,NaN,4.17,0.06
0.2619,4.39,0.33,4.17,0
0.2627,3.55,0.74,4.18,0.01
0.263,4.16,-0.62,4.26,NaN
0.264,4.38,-0.41,4.21,-0.15
0.264,4.8,NaN,4.42,-0.44
0.2651,4.14,-0.3,4.47,-0.29
0.266,4.62,NaN,4.46,-0.32
0.2669,4.43,-0.15,4.38,-0.35
0.267,4.29,-0.52,4.41,-0.16
0.268,4.44,-0.42,4.38,NaN
0.2697,4.29,0.44,4.38,-0.24
0.27,4.44,NaN,4.44,-0.15
0.272,4.44,-0.47,4.36,0.29
0.272,4.61,NaN,4.29,0.08
0.2724,4.03,0.91,4.17,0.26
0.273,3.92,-0.19,4.14,0.27
0.2752,3.86,0.77,4.11,NaN
0.276,4.31,-0.4,4.07,0.22
0.276,4.43,NaN,4.01,0.24
0.2779,3.85,0.68,4.06,-0.02
0.278,3.61,-0.1,3.99,0
0.28,4.08,-0.25,3.93,NaN
0.2825,3.99,-0.32,3.87,-0.23
0.283,4.1,NaN,3.94,-0.24
0.284,3.58,-0.25,3.87,-0.24
0.284,3.95,-0.16,3.92,-0.09
0.287,3.73,NaN,3.89,-0.11
0.2872,4.22,0.13,3.87,-0.12
0.288,3.96,-0.16,3.84,-0.11
0.29,3.47,-0.31,3.91,-0.15
0.291,3.83,NaN,3.94,-0.25
0.292,4.08,-0.27,4,-0.01
0.294,4.35,NaN,4.11,0
0.2941,4.25,0.54,4.16,-0.07
0.296,4.04,-0.25,4.18,0.17
0.296,4.09,-0.3,4.24,NaN
0.2965,4.19,0.69,4.2,-0.03
0.299,4.61,NaN,4.27,0.04
0.3,4.08,-0.27,4.24,0.26
0.3,4.41,NaN,4.27,0.04
0.3018,3.9,0.36,4.17,-0.04
0.303,4.35,NaN,4.12,0.07
0.304,4.09,-0.21,4.01,0.21
0.305,3.83,NaN,3.97,0.14
0.3059,3.88,0.49,3.88,0.01
0.308,3.67,NaN,3.78,0.22
0.308,3.94,-0.23,3.67,NaN
0.3105,3.57,0.39,3.64,-0.03
0.312,3.29,NaN,3.61,0.16
0.312,3.75,-0.25,3.57,0.18
0.3152,3.51,0.72,3.67,0.11
0.316,3.74,-0.14,3.73,0.04
0.316,4.04,NaN,3.6,0.24
0.318,3.6,-0.18,3.63,0.05
0.3199,3.09,0.56,3.72,0.12
0.32,3.7,-0.03,3.56,NaN
0.32,4.18,NaN,3.56,0.2
0.322,3.25,NaN,3.52,0.18
0.324,3.56,0.06,3.4,0.19
0.3245,2.93,0.51,3.28,NaN
0.325,3.05,0.01,3.3,0.17
0.327,3.58,NaN,3.24,0.33
0.328,3.39,0.1,3.31,0.27
0.3292,3.24,0.71,3.38,0.27
0.331,3.29,NaN,3.33,0.16
0.332,3.41,0.01,3.36,0.1
0.333,3.31,-0.18,3.47,-0.1
0.3338,3.53,-0.12,3.57,-0.11
0.335,3.82,NaN,3.65,-0.22
0.336,3.77,-0.13,3.8,-0.25
0.3387,3.81,-0.43,3.94,-0.27
0.34,4.07,-0.3,4.13,-0.27
0.34,4.24,-0.2,4.28,-0.3
0.3405,4.77,-0.27,4.49,-0.26
0.341,4.53,NaN,4.41,-0.21
0.343,4.85,NaN,4.47,-0.21
0.344,3.64,-0.15,4.42,-0.27
0.344,4.56,-0.22,4.47,NaN
0.3442,4.52,-0.43,4.38,-0.21
0.346,4.79,NaN,4.57,-0.24
0.347,4.4,-0.06,4.49,-0.3
0.348,4.6,-0.25,4.48,-0.26
0.349,4.14,-0.46,4.47,-0.16
0.349,4.49,NaN,4.48,-0.22
0.3503,4.71,0.14,4.42,-0.28
0.352,4.45,-0.31,4.55,-0.22
0.353,4.33,-0.51,4.53,0.04
0.353,4.79,NaN,4.44,0.01
0.3536,4.37,0.83,4.39,-0.06
0.355,4.25,NaN,4.41,0.01
0.356,4.23,-0.49,4.39,NaN
0.356,4.4,-0.3,4.34,-0.43
0.356,4.72,NaN,4.42,NaN
0.3569,4.12,-0.49,4.39,-0.4
0.357,4.61,NaN,4.33,-0.49
0.36,4.1,NaN,4.26,-0.41
0.36,4.11,-0.49,4.32,-0.34
0.36,4.34,-0.25,4.27,NaN
0.3602,4.44,-0.28,4.22,-0.33
0.362,4.35,NaN,4.24,-0.25
0.363,3.88,-0.3,4.19,-0.25
0.364,4.21,-0.18,4.18,0
0.365,4.09,NaN,4.13,-0.1
0.365,4.39,0.48,4.24,-0.03
0.366,4.07,-0.4,4.28,0.09
0.366,4.46,NaN,4.25,NaN
0.3668,4.39,0.2,4.19,-0.12
0.368,3.93,NaN,4.23,0.04
0.368,4.12,-0.14,4.21,0.13
0.3685,4.27,0.06,4.14,0.02
0.3716,4.34,0.41,4.17,-0.01
0.372,4.03,-0.26,4.19,0.13
0.372,4.08,-0.12,4.16,0.14
0.3733,4.22,0.54,4.1,0.03
0.375,4.14,NaN,4.15,0.14
0.376,4.05,-0.05,4.14,0.12
0.3771,4.25,0.19,4.13,0.18
0.378,4.03,-0.19,4.11,0.13
0.3799,4.2,0.75,4.1,0.18
0.38,4.02,-0.04,4.04,0.34
0.382,3.99,NaN,4.02,0.38
0.3832,3.96,0.83,3.98,0.18
0.384,3.92,-0.03,3.95,0.42
0.384,4.02,-0.03,3.95,0.33
0.3865,3.88,0.92,3.85,0.12
0.388,3.97,-0.06,3.84,0.16
0.389,3.48,-0.21,3.79,0.37
0.389,3.85,NaN,3.78,0.15
0.3898,3.78,0.84,3.74,0.37
0.392,3.84,0.01,3.75,0.42
0.3931,3.74,0.85,3.66,0.39
0.395,3.54,-0.01,3.62,0.41
0.396,3.41,0.25,3.53,0.66
0.3964,3.56,0.97,3.52,0.61
0.3979,3.41,1.23,3.47,0.94
0.398,3.66,NaN,3.42,0.95
0.3987,3.29,1.3,3.32,1.03
0.4,3.19,0.28,3.28,0.79
0.4009,3.04,1.29,3.11,0.85
0.401,3.24,0.3,3.09,0.8
0.4017,2.81,1.06,3.08,0.79
0.4033,3.18,1.05,3.14,0.73
0.404,3.15,0.24,3.07,0.84
0.4046,3.33,1.01,3.14,0.66
0.405,2.89,NaN,3.24,0.63
0.406,3.14,0.33,3.33,0.75
0.406,3.67,0.93,3.32,0.56
0.4075,3.64,0.73,3.47,0.56
0.408,3.25,0.25,3.51,0.62
0.409,3.63,0.56,3.44,0.51
0.41,3.34,NaN,3.47,0.07
0.41,3.34,NaN,3.44,0.07
0.4106,3.81,-0.61,3.39,-0.03
0.412,3.1,0.26,3.67,-0.16
0.412,3.35,0.26,3.65,NaN
0.4125,4.77,-0.56,3.58,0.06
0.413,3.24,NaN,3.91,-0.2
0.416,3.45,0.27,4.2,-0.49
0.4162,4.74,-0.76,3.86,-0.29
0.4179,4.82,-0.92,3.98,NaN
0.418,3.03,0.25,4.28,-0.5
0.419,3.87,NaN,4.05,-0.24
0.4198,4.96,-0.59,3.97,-0.12
0.42,3.55,0.28,4.06,-0.25
0.42,4.46,-0.45,4.01,-0.21
0.423,3.47,NaN,3.85,-0.07
0.423,3.62,-0.09,3.88,-0.18
0.424,4.13,-0.02,3.97,-0.09
0.425,3.73,-0.17,4.21,-0.26
0.426,4.88,NaN,4.42,-0.32
0.4271,4.7,-0.77,4.55,-0.41
0.428,4.65,-0.33,4.71,-0.49
0.428,4.79,-0.36,4.67,-0.45
0.43,4.56,NaN,4.62,-0.4
0.431,4.67,-0.33,4.66,-0.41
0.4312,4.45,-0.58,4.74,-0.42
0.432,4.86,-0.37,4.78,-0.42
0.432,5.18,NaN,4.76,-0.43
0.4344,4.76,-0.42,4.85,-0.37
0.436,4.57,-0.34,4.92,-0.37
0.436,4.9,-0.35,4.82,-0.35
0.436,5.21,NaN,4.85,-0.33
0.438,4.68,-0.28,4.94,-0.33
0.44,4.89,-0.34,4.82,-0.29
0.44,5.05,NaN,4.72,-0.31
0.441,4.27,-0.23,4.72,-0.31
0.4417,4.69,-0.38,4.71,-0.3
0.444,4.71,-0.28,4.59,-0.32
0.444,4.83,NaN,4.66,-0.35
0.445,4.43,-0.4,4.68,-0.34
0.4453,4.63,-0.36,4.65,-0.32
0.447,4.8,NaN,4.53,-0.35
0.448,4.56,-0.19,4.56,-0.32
0.45,4.25,-0.46,4.64,-0.31
0.452,4.58,-0.28,4.53,-0.3
0.452,5.01,NaN,4.44,-0.32
0.4526,4.27,-0.28,4.38,-0.12
0.454,4.11,-0.25,4.42,-0.07
0.4545,3.91,0.31,4.34,-0.15
0.455,4.81,NaN,4.29,-0.19
0.456,4.61,-0.37,4.3,-0.19
0.4577,4.03,-0.45,4.43,-0.33
0.46,4.15,-0.23,4.42,NaN
0.46,4.54,-0.27,4.37,-0.26
0.461,4.77,NaN,4.41,-0.2
0.4613,4.37,-0.08,4.47,-0.19
0.464,4.2,-0.23,4.45,0.02
0.464,4.46,-0.2,4.33,0.17
0.4645,4.43,0.59,4.33,0.23
0.465,4.2,0.75,4.36,0.23
0.467,4.38,NaN,4.27,0.48
0.468,4.33,-0.2,4.3,0.3
0.4686,3.99,0.79,4.4,0.15
0.469,4.61,-0.14,4.5,NaN
0.471,4.67,NaN,4.48,0.14
0.471,4.92,NaN,4.44,0.16
0.472,4.22,-0.23,4.34,0.15
0.4723,3.76,0.86,4.18,NaN
0.474,4.14,-0.18,3.9,0.4
0.475,3.85,NaN,3.89,0.41
0.4759,3.52,1.14,3.94,0.22
0.476,4.2,-0.18,3.88,0.5
0.478,4.02,0.11,3.93,0.41
0.4795,3.83,0.94,4.11,0.23
0.48,4.11,0.04,4.14,0.36
0.48,4.41,NaN,4.12,0.49
0.481,4.32,NaN,4.08,0.15
0.482,3.92,NaN,4.05,0.27
0.483,3.63,0.27,3.93,0.27
0.483,3.95,NaN,3.83,0.45
0.484,3.84,0.27,3.81,NaN
0.4849,3.79,0.8,3.91,0.54
0.485,3.86,NaN,3.88,NaN
0.485,4.12,NaN,3.76,0.56
0.487,3.77,NaN,3.75,0.37
0.488,3.28,0.31,3.67,NaN
0.488,3.71,0.43,3.64,0.4
0.49,3.45,NaN,3.6,0.35
0.4914,3.97,0.45,3.67,0.41
0.492,3.57,0.2,3.71,0.41
0.492,3.63,0.57,3.73,NaN
0.493,3.95,NaN,3.67,0.41
0.495,3.54,NaN,3.69,0.38
0.496,3.66,0.45,3.81,0.18
0.497,3.64,0.11,3.76,NaN
0.4973,4.24,-0.01,3.81,0.22
0.498,3.7,NaN,3.85,0.14
0.5,3.79,0.33,3.87,0.19
0.501,3.89,NaN,3.81,0.29
0.502,3.75,0.25,3.85,0.28
0.503,3.92,NaN,3.91,0.25
0.504,3.9,0.26,4.05,0.25
0.505,4.11,NaN,4.03,0.21
0.5058,4.58,0.24,4.03,NaN
0.506,3.64,0.14,4.04,0.2
0.508,3.93,NaN,4.02,0.22
0.508,3.95,0.22,3.94,0.21
0.511,3.98,0.27,4.01,0.26
0.511,4.19,NaN,4.06,NaN
0.512,4.02,0.27,4.05,0.27
0.513,4.18,NaN,4.09,0.27
0.516,3.89,0.26,4.16,0.32
0.516,4.18,0.29,4.19,0.34
0.5168,4.53,0.46,4.19,0.31
0.517,4.18,NaN,4.16,0.33
0.52,4.15,0.23,4.12,0.35
0.521,3.75,0.34,4.02,0.22
0.523,3.98,NaN,3.93,0.21
0.524,4.06,0.09,3.87,0.2
0.525,3.7,0.18,3.93,0.07
0.526,3.86,NaN,4.04,0.2
0.528,4.04,-0.06,4,0.24
0.5295,4.53,0.61,4.04,0.16
0.53,3.86,NaN,4.11,0.07
0.531,3.92,-0.08,4.14,0.11
0.532,4.2,-0.2,3.99,-0.12
0.535,4.19,NaN,4.07,-0.14
0.536,3.77,-0.07,4.14,-0.17
0.536,4.27,-0.22,4.19,-0.16
0.54,4.28,-0.18,4.22,-0.21
0.54,4.45,NaN,4.32,-0.19
0.541,4.33,-0.36,4.35,-0.18
0.5422,4.28,0.02,4.33,-0.22
0.544,4.4,-0.2,4.38,NaN
0.545,4.18,-0.33,4.39,-0.16
0.545,4.7,NaN,4.47,-0.22
0.548,4.39,-0.14,4.45,-0.27
0.549,4.68,NaN,4.47,-0.18
0.55,4.29,-0.35,4.34,-0.19
0.552,4.28,-0.04,4.43,-0.21
0.554,4.06,-0.24,4.34,-0.12
0.554,4.82,NaN,4.33,-0.04
0.5549,4.25,0.17,4.28,-0.09
0.556,4.26,-0.05,4.36,-0.04
0.558,3.99,-0.25,4.22,-0.06
0.558,4.47,NaN,4.14,-0.13
0.56,4.15,-0.11,4.1,-0.14
0.562,3.83,-0.12,4.16,-0.11
0.564,4.06,-0.08,3.99,-0.1
0.565,4.31,NaN,3.9,0.08
0.567,3.6,-0.09,3.92,0.09
0.5676,3.71,0.62,3.85,0.25
0.568,3.92,-0.07,3.71,0.22
0.5707,3.73,0.53,3.77,0.3
0.571,3.58,0.1,3.78,0.12
0.571,3.92,NaN,3.76,0.27
0.572,3.75,-0.07,3.76,0.19
0.5735,3.84,0.53,3.76,0.19
0.574,3.69,NaN,3.67,0.16
0.575,3.59,0.12,3.55,0.18
0.576,3.5,0.06,3.44,0
0.577,3.11,-0.01,3.52,0.09
0.578,3.32,-0.18,3.51,0.08
0.579,4.06,0.48,3.57,0.04
0.58,3.58,0.07,3.7,0.2
0.58,3.8,-0.16,3.77,0.42
0.5805,3.73,0.77,3.78,0.27
0.5821,3.66,0.94,3.84,0.26
0.583,4.13,-0.25,3.81,0.45
0.584,3.86,-0.02,3.97,0.37
0.5846,3.69,0.81,4.03,0.13
0.585,4.5,NaN,4.02,0.16
0.587,3.98,-0.01,3.97,0.38
0.588,4.06,-0.12,4,0.41
0.5883,3.6,0.84,3.84,0.52
0.5898,3.86,0.94,3.77,0.53
0.5915,3.68,0.97,3.77,0.53
0.592,3.67,0.02,3.77,0.57
0.592,4.04,-0.14,3.69,0.58
0.593,3.59,1.04,3.68,0.38
0.5954,3.48,1.02,3.68,0.47
0.596,3.6,-0.02,3.63,0.68
0.596,3.69,NaN,3.67,0.5
0.596,3.8,NaN,3.76,-0.02
0.596,3.8,NaN,3.82,-0.21
0.596,3.9,NaN,3.78,0.46
0.596,3.9,-0.21,3.79,0.25
0.5967,3.52,1.14,3.68,0.41
0.6,3.83,-0.18,3.67,0.31
0.6009,3.23,0.9,3.77,0.45
0.601,3.85,-0.07,3.87,0.15
0.601,4.45,NaN,3.8,0.22
0.604,3.98,-0.03,4,0
0.605,3.49,0.09,4.02,0.03
0.606,4.23,NaN,3.87,0.24
0.608,3.97,0.04,3.82,0.22
0.6092,3.66,0.85,3.78,0.44
0.61,3.73,-0.09,3.67,0.36
0.612,3.31,0.95,3.75,0.44
0.612,3.69,0.04,3.74,0.24
0.612,4.35,NaN,3.69,0.55
0.614,3.62,0.07,3.7,0.29
0.6154,3.45,1.13,3.69,0.49
0.616,3.39,-0.06,3.39,NaN
0.6166,3.63,0.83,3.31,0.47
0.617,2.85,NaN,3.42,0.23
0.619,3.25,-0.03,3.48,0.33
0.6192,3.99,0.19,3.5,-0.02
0.62,3.7,NaN,3.75,0
0.62,3.73,-0.23,3.89,0.01
0.6211,4.08,0.08,3.98,-0.15
0.623,3.95,NaN,4.12,-0.19
0.623,4.42,-0.29,4.18,-0.18
0.624,4.41,-0.34,4.33,-0.33
0.625,4.04,NaN,4.41,NaN
0.627,4.83,-0.36,4.48,-0.34
0.628,4.36,NaN,4.6,-0.27
0.628,4.79,-0.32,4.75,NaN
0.628,5.01,-0.12,4.64,-0.24
0.63,4.78,NaN,4.78,NaN
0.631,4.28,-0.29,4.84,-0.22
0.632,5.06,NaN,4.79,-0.28
0.632,5.08,-0.26,4.83,-0.01
0.635,4.78,-0.29,4.98,0
0.636,4.98,0.8,4.88,-0.12
0.636,4.99,-0.25,4.8,-0.07
0.638,4.56,-0.57,4.8,-0.06
0.6399,4.67,-0.04,4.76,-0.2
0.64,4.83,-0.22,4.63,-0.24
0.6413,4.76,0.07,4.68,-0.18
0.642,4.36,-0.45,4.68,-0.25
0.644,4.78,-0.26,4.54,-0.31
0.6443,4.65,-0.39,4.49,-0.41
0.646,4.16,-0.52,4.58,-0.38
0.648,4.52,NaN,4.48,-0.46
0.648,4.79,-0.37,4.49,-0.46
0.649,4.26,-0.56,4.52,-0.45
0.652,4.72,-0.39,4.53,-0.45
0.653,4.29,-0.49,4.42,-0.46
0.656,4.59,-0.44,4.49,-0.33
0.657,4.25,-0.44,4.46,-0.27
0.6572,4.6,0.13,4.45,-0.3
0.6598,4.55,-0.09,4.44,-0.32
